Deal No.,Status,Deal Created,Enquiry Date,Trader,Responsibility Center,Customer Key,Customer Name
ENQ08592,Lost,FALSE,11/29/2025,Trader51,RC51,C-1824,Customer 1824
ENQ08590,Fixed,TRUE,11/11/2024,Trader5,RC5,C-676,Customer 676
ENQ08591,Fixed,TRUE,12/18/2020,Trader5,RC5,C-641,Customer 641
ENQ08593,Fixed,TRUE,9/28/2021,Trader48,RC48,C-1692,Customer 1692
ENQ08589,Fixed,TRUE,9/15/2020,Trader25,RC25,C-777,Customer 777
ENQ08586,Fixed,TRUE,8/30/2021,Trader15,RC15,C-976,Customer 976
ENQ08596,Lost,FALSE,3/30/2023,Trader99,RC99,C-9999,Customer 9999
ENQ08598,Lost,FALSE,9/15/2021,Trader83,RC83,C-2268,Customer 2268
ENQ08597,Fixed,TRUE,2/3/2022,Trader65,RC65,C-83,Customer 83
ENQ08600,Lost,FALSE,12/21/2022,Trader52,RC52,C-1517,Customer 1517
ENQ08602,Lost,FALSE,1/14/2021,Trader5,RC5,C-1150,Customer 1150
ENQ08601,Lost,FALSE,10/28/2025,Trader30,RC30,C-1390,Customer 1390
ENQ08599,Lost,FALSE,3/12/2023,Trader19,RC19,C-1890,Customer 1890
ENQ08603,Lost,FALSE,3/5/2025,Trader18,RC18,C-1131,Customer 1131
ENQ08605,Lost,FALSE,12/28/2025,Trader52,RC52,C-1935,Customer 1935
ENQ08604,Fixed,TRUE,6/21/2021,Trader5,RC5,C-676,Customer 676
ENQ08606,Lost,FALSE,6/19/2025,Trader5,RC5,C-1114,Customer 1114
ENQ08613,Lost,FALSE,7/30/2023,Trader63,RC63,C-1434,Customer 1434
ENQ08608,Fixed,TRUE,1/7/2022,Trader53,RC53,C-827,Customer 827
ENQ08617,Lost,FALSE,11/14/2023,Trader5,RC5,C-1175,Customer 1175
ENQ08607,Lost,FALSE,2/5/2023,Trader42,RC42,C-9999,Customer 9999
ENQ08611,Fixed,TRUE,6/3/2020,Trader39,RC39,C-253,Customer 253
ENQ08614,Lost,FALSE,3/29/2024,Trader39,RC39,C-136,Customer 136
ENQ08615,Lost,FALSE,9/30/2024,Trader39,RC39,C-136,Customer 136
ENQ08610,Lost,FALSE,9/12/2020,Trader26,RC26,C-271,Customer 271
ENQ08609,Lost,FALSE,6/22/2021,Trader19,RC19,C-712,Customer 712
ENQ08616,Fixed,TRUE,1/7/2023,Trader18,RC18,C-1239,Customer 1239
ENQ08612,Lost,FALSE,8/11/2021,Trader17,RC17,C-211,Customer 211
ENQ08619,Lost,FALSE,7/30/2024,Trader71,RC71,C-675,Customer 675
ENQ08621,Lost,FALSE,8/26/2024,Trader71,RC71,C-232,Customer 232
ENQ08623,Fixed,TRUE,1/23/2023,Trader64,RC64,C-1286,Customer 1286
ENQ08625,Fixed,TRUE,5/21/2024,Trader62,RC62,C-1034,Customer 1034
ENQ08618,Lost,FALSE,8/24/2024,Trader58,RC58,C-799,Customer 799
ENQ08620,Lost,FALSE,7/7/2023,Trader26,RC26,C-271,Customer 271
ENQ08622,Lost,FALSE,4/11/2023,Trader19,RC19,C-1467,Customer 1467
ENQ08624,Lost,FALSE,10/26/2022,Trader18,RC18,C-1184,Customer 1184
ENQ08630,Lost,FALSE,9/2/2022,Trader71,RC71,C-1348,Customer 1348
ENQ08627,Lost,FALSE,10/7/2023,Trader53,RC53,C-813,Customer 813
ENQ08626,Lost,FALSE,10/22/2025,Trader41,RC41,C-916,Customer 916
ENQ08628,Lost,FALSE,5/3/2020,Trader36,RC36,C-691,Customer 691
ENQ08629,Lost,FALSE,1/28/2022,Trader26,RC26,C-416,Customer 416
ENQ08639,Lost,FALSE,6/30/2020,Trader65,RC65,C-1370,Customer 1370
ENQ08634,Lost,FALSE,9/30/2024,Trader58,RC58,C-687,Customer 687
ENQ08631,Fixed,TRUE,12/24/2021,Trader5,RC5,C-955,Customer 955
ENQ08632,Fixed,TRUE,2/1/2025,Trader5,RC5,C-79,Customer 79
ENQ08635,Fixed,TRUE,5/9/2021,Trader5,RC5,C-676,Customer 676
ENQ08636,Lost,FALSE,9/7/2025,Trader42,RC42,C-293,Customer 293
ENQ08638,Fixed,TRUE,10/7/2020,Trader26,RC26,C-1465,Customer 1465
ENQ08633,Fixed,TRUE,2/1/2022,Trader19,RC19,C-712,Customer 712
ENQ08637,Lost,FALSE,11/18/2022,Trader17,RC17,C-231,Customer 231
ENQ08640,Fixed,TRUE,4/16/2022,Trader10,RC10,C-1079,Customer 1079
ENQ08642,Lost,FALSE,5/2/2023,Trader80,RC80,C-2208,Customer 2208
ENQ08646,Lost,FALSE,3/3/2021,Trader74,RC74,C-1222,Customer 1222
ENQ08647,Fixed,TRUE,2/19/2025,Trader71,RC71,C-1092,Customer 1092
ENQ08645,Lost,FALSE,12/29/2022,Trader52,RC52,C-1241,Customer 1241
ENQ08641,Fixed,TRUE,10/15/2024,Trader41,RC41,C-937,Customer 937
ENQ08643,Fixed,TRUE,2/5/2020,Trader36,RC36,C-207,Customer 207
ENQ08644,Lost,FALSE,4/13/2025,Trader17,RC17,C-1391,Customer 1391
ENQ08648,Lost,FALSE,5/20/2024,Trader41,RC41,C-931,Customer 931
ENQ08651,Lost,FALSE,5/23/2023,Trader36,RC36,C-306,Customer 306
ENQ08649,Fixed,TRUE,12/30/2024,Trader27,RC27,C-329,Customer 329
ENQ08650,Lost,FALSE,7/6/2024,Trader26,RC26,C-322,Customer 322
ENQ08653,Lost,FALSE,6/18/2021,Trader61,RC61,C-902,Customer 902
ENQ08654,Fixed,TRUE,5/9/2024,Trader44,RC44,C-77,Customer 77
ENQ08656,Lost,FALSE,11/18/2022,Trader42,RC42,C-327,Customer 327
ENQ08657,Lost,FALSE,11/16/2022,Trader42,RC42,C-327,Customer 327
ENQ08658,Fixed,TRUE,9/14/2025,Trader39,RC39,C-253,Customer 253
ENQ08652,Lost,FALSE,7/16/2021,Trader26,RC26,C-939,Customer 939
ENQ08655,Fixed,TRUE,7/17/2025,Trader26,RC26,C-658,Customer 658
ENQ08659,Fixed,TRUE,10/12/2020,Trader21,RC21,C-1316,Customer 1316
ENQ08660,Lost,FALSE,3/18/2024,Trader21,RC21,C-1086,Customer 1086
ENQ08668,Lost,FALSE,4/9/2020,Trader74,RC74,C-1202,Customer 1202
ENQ08662,Fixed,TRUE,3/26/2025,Trader56,RC56,C-971,Customer 971
ENQ08664,Lost,FALSE,7/19/2021,Trader47,RC47,C-930,Customer 930
ENQ08670,Lost,FALSE,4/16/2024,Trader4,RC4,C-1056,Customer 1056
ENQ08661,Lost,FALSE,9/10/2020,Trader32,RC32,C-9999,Customer 9999
ENQ08669,Fixed,TRUE,11/2/2022,Trader30,RC30,C-1115,Customer 1115
ENQ08663,Fixed,TRUE,10/27/2021,Trader26,RC26,C-939,Customer 939
ENQ08665,Fixed,TRUE,1/21/2022,Trader15,RC15,C-620,Customer 620
ENQ08666,Fixed,TRUE,3/4/2022,Trader15,RC15,C-620,Customer 620
ENQ08667,Lost,FALSE,11/25/2024,Trader11,RC11,C-1575,Customer 1575
ENQ08674,Lost,FALSE,11/30/2021,Trader71,RC71,C-691,Customer 691
ENQ08675,Fixed,TRUE,8/10/2020,Trader58,RC58,C-687,Customer 687
ENQ08679,Lost,FALSE,6/2/2020,Trader58,RC58,C-2015,Customer 2015
ENQ08676,Fixed,TRUE,4/16/2022,Trader5,RC5,C-676,Customer 676
ENQ08677,Fixed,TRUE,9/2/2024,Trader5,RC5,C-642,Customer 642
ENQ08680,Fixed,TRUE,4/8/2020,Trader41,RC41,C-1129,Customer 1129
ENQ08672,Lost,FALSE,3/3/2024,Trader26,RC26,C-939,Customer 939
ENQ08678,Fixed,TRUE,6/13/2020,Trader26,RC26,C-322,Customer 322
ENQ08673,Fixed,TRUE,2/23/2020,Trader21,RC21,C-728,Customer 728
ENQ08671,Lost,FALSE,11/17/2022,Trader14,RC14,C-9999,Customer 9999
ENQ08683,Fixed,TRUE,1/25/2022,Trader52,RC52,C-2013,Customer 2013
ENQ08682,Fixed,TRUE,10/13/2023,Trader26,RC26,C-271,Customer 271
ENQ08684,Lost,FALSE,1/29/2020,Trader17,RC17,C-1771,Customer 1771
ENQ08681,Fixed,TRUE,8/21/2021,Trader15,RC15,C-812,Customer 812
ENQ08689,Fixed,TRUE,11/7/2025,Trader74,RC74,C-2333,Customer 2333
ENQ08687,Fixed,TRUE,1/14/2025,Trader53,RC53,C-832,Customer 832
ENQ08690,Fixed,TRUE,2/25/2023,Trader51,RC51,C-2277,Customer 2277
ENQ08692,Lost,FALSE,12/17/2022,Trader48,RC48,C-1366,Customer 1366
ENQ08691,Lost,FALSE,11/24/2022,Trader46,RC46,C-2063,Customer 2063
ENQ08685,Lost,FALSE,4/20/2022,Trader42,RC42,C-9999,Customer 9999
ENQ08688,Fixed,TRUE,9/17/2025,Trader39,RC39,C-253,Customer 253
ENQ08686,Lost,FALSE,4/20/2022,Trader36,RC36,C-858,Customer 858
ENQ08699,Fixed,TRUE,7/8/2025,Trader63,RC63,C-1191,Customer 1191
ENQ08698,Lost,FALSE,2/21/2024,Trader52,RC52,C-1274,Customer 1274
ENQ08700,Lost,FALSE,11/29/2024,Trader52,RC52,C-1183,Customer 1183
ENQ08701,Fixed,TRUE,6/18/2022,Trader42,RC42,C-1107,Customer 1107
ENQ08696,Lost,FALSE,10/20/2025,Trader27,RC27,C-1689,Customer 1689
ENQ08694,Lost,FALSE,8/22/2020,Trader21,RC21,C-742,Customer 742
ENQ08697,Lost,FALSE,11/29/2022,Trader20,RC20,C-1399,Customer 1399
ENQ08695,Lost,FALSE,2/12/2022,Trader17,RC17,C-211,Customer 211
ENQ08693,Fixed,TRUE,6/18/2022,Trader15,RC15,C-957,Customer 957
ENQ08708,Lost,FALSE,12/31/2024,Trader68,RC68,C-1775,Customer 1775
ENQ08710,Lost,FALSE,1/23/2024,Trader62,RC62,C-1129,Customer 1129
ENQ08703,Lost,FALSE,6/16/2024,Trader53,RC53,C-951,Customer 951
ENQ08706,Lost,FALSE,11/5/2020,Trader52,RC52,C-2084,Customer 2084
ENQ08704,Lost,FALSE,12/7/2022,Trader36,RC36,C-858,Customer 858
ENQ08705,Fixed,TRUE,11/30/2022,Trader36,RC36,C-242,Customer 242
ENQ08707,Fixed,TRUE,9/27/2025,Trader26,RC26,C-185,Customer 185
ENQ08702,Lost,FALSE,9/1/2024,Trader23,RC23,C-9999,Customer 9999
ENQ08709,Fixed,TRUE,2/22/2023,Trader17,RC17,C-1502,Customer 1502
ENQ08717,Fixed,TRUE,12/12/2023,Trader81,RC81,C-2233,Customer 2233
ENQ08718,Fixed,TRUE,7/7/2020,Trader71,RC71,C-1316,Customer 1316
ENQ08712,Lost,FALSE,6/30/2020,Trader51,RC51,C-56,Customer 56
ENQ08716,Lost,FALSE,12/17/2020,Trader5,RC5,C-261,Customer 261
ENQ08713,Lost,FALSE,10/27/2020,Trader46,RC46,C-362,Customer 362
ENQ08719,Fixed,TRUE,6/27/2023,Trader40,RC40,C-1175,Customer 1175
ENQ08711,Lost,FALSE,3/29/2023,Trader36,RC36,C-673,Customer 673
ENQ08714,Lost,FALSE,2/11/2024,Trader26,RC26,C-322,Customer 322
ENQ08715,Fixed,TRUE,6/13/2020,Trader26,RC26,C-322,Customer 322
ENQ08720,Lost,FALSE,4/12/2022,Trader71,RC71,C-691,Customer 691
ENQ08721,Lost,FALSE,8/28/2024,Trader58,RC58,C-257,Customer 257
ENQ08723,Lost,FALSE,10/24/2024,Trader42,RC42,C-1870,Customer 1870
ENQ08722,Fixed,TRUE,4/21/2023,Trader38,RC38,C-2102,Customer 2102
ENQ08726,Fixed,TRUE,10/24/2022,Trader36,RC36,C-1016,Customer 1016
ENQ08725,Lost,FALSE,7/4/2021,Trader26,RC26,C-1113,Customer 1113
ENQ08724,Lost,FALSE,9/26/2025,Trader19,RC19,C-1467,Customer 1467
ENQ08731,Lost,FALSE,4/21/2020,Trader58,RC58,C-1872,Customer 1872
ENQ08727,Lost,FALSE,2/5/2025,Trader52,RC52,C-926,Customer 926
ENQ08735,Lost,FALSE,6/23/2021,Trader51,RC51,C-147,Customer 147
ENQ08733,Lost,FALSE,1/3/2024,Trader42,RC42,C-1660,Customer 1660
ENQ08732,Fixed,TRUE,5/2/2020,Trader40,RC40,C-1788,Customer 1788
ENQ08730,Lost,FALSE,5/15/2021,Trader36,RC36,C-207,Customer 207
ENQ08729,Lost,FALSE,11/5/2023,Trader26,RC26,C-275,Customer 275
ENQ08734,Lost,FALSE,1/30/2025,Trader26,RC26,C-1493,Customer 1493
ENQ08728,Fixed,TRUE,8/22/2020,Trader23,RC23,C-909,Customer 909
ENQ08737,Fixed,TRUE,10/30/2020,Trader65,RC65,C-83,Customer 83
ENQ08738,Fixed,TRUE,5/16/2024,Trader52,RC52,C-1517,Customer 1517
ENQ08736,Lost,FALSE,9/4/2021,Trader26,RC26,C-841,Customer 841
ENQ08741,Lost,FALSE,8/29/2024,Trader8,RC8,C-2027,Customer 2027
ENQ08743,Fixed,TRUE,1/29/2021,Trader44,RC44,C-1127,Customer 1127
ENQ08742,Fixed,TRUE,9/12/2020,Trader40,RC40,C-1596,Customer 1596
ENQ08739,Lost,FALSE,8/23/2022,Trader26,RC26,C-322,Customer 322
ENQ08740,Lost,FALSE,1/19/2021,Trader17,RC17,C-231,Customer 231
ENQ08745,Fixed,TRUE,12/21/2020,Trader65,RC65,C-83,Customer 83
ENQ08747,Lost,FALSE,10/10/2023,Trader58,RC58,C-727,Customer 727
ENQ08744,Fixed,TRUE,5/21/2022,Trader53,RC53,C-832,Customer 832
ENQ08749,Lost,FALSE,4/15/2022,Trader51,RC51,C-618,Customer 618
ENQ08746,Fixed,TRUE,6/26/2021,Trader5,RC5,C-79,Customer 79
ENQ08751,Lost,FALSE,5/30/2023,Trader47,RC47,C-2000,Customer 2000
ENQ08752,Fixed,TRUE,7/26/2021,Trader40,RC40,C-1866,Customer 1866
ENQ08754,Fixed,TRUE,1/17/2020,Trader40,RC40,C-1250,Customer 1250
ENQ08755,Fixed,TRUE,4/25/2025,Trader40,RC40,C-1175,Customer 1175
ENQ08756,Lost,FALSE,5/19/2020,Trader4,RC4,C-1056,Customer 1056
ENQ08750,Fixed,TRUE,6/10/2022,Trader39,RC39,C-253,Customer 253
ENQ08748,Lost,FALSE,3/10/2020,Trader36,RC36,C-72,Customer 72
ENQ08753,Lost,FALSE,9/23/2024,Trader20,RC20,C-1855,Customer 1855
ENQ08764,Lost,FALSE,4/10/2022,Trader52,RC52,C-1147,Customer 1147
ENQ08758,Fixed,TRUE,11/19/2022,Trader5,RC5,C-676,Customer 676
ENQ08762,Fixed,TRUE,1/4/2025,Trader5,RC5,C-1626,Customer 1626
ENQ08763,Fixed,TRUE,8/25/2025,Trader5,RC5,C-1150,Customer 1150
ENQ08761,Lost,FALSE,5/5/2024,Trader47,RC47,C-1638,Customer 1638
ENQ08765,Fixed,TRUE,3/10/2021,Trader41,RC41,C-1085,Customer 1085
ENQ08766,Lost,FALSE,9/1/2022,Trader4,RC4,C-1035,Customer 1035
ENQ08757,Fixed,TRUE,8/31/2023,Trader26,RC26,C-731,Customer 731
ENQ08759,Lost,FALSE,11/29/2021,Trader26,RC26,C-322,Customer 322
ENQ08760,Lost,FALSE,10/25/2021,Trader17,RC17,C-211,Customer 211
ENQ08775,Fixed,TRUE,8/15/2021,Trader7,RC7,C-1570,Customer 1570
ENQ08777,Lost,FALSE,12/18/2023,Trader64,RC64,C-1258,Customer 1258
ENQ08769,Fixed,TRUE,5/11/2021,Trader5,RC5,C-79,Customer 79
ENQ08779,Lost,FALSE,3/3/2025,Trader48,RC48,C-1192,Customer 1192
ENQ08767,Lost,FALSE,3/14/2024,Trader42,RC42,C-9999,Customer 9999
ENQ08773,Fixed,TRUE,1/17/2022,Trader42,RC42,C-1639,Customer 1639
ENQ08774,Lost,FALSE,11/5/2023,Trader32,RC32,C-1609,Customer 1609
ENQ08776,Fixed,TRUE,6/14/2022,Trader30,RC30,C-1390,Customer 1390
ENQ08771,Lost,FALSE,10/12/2023,Trader28,RC28,C-2038,Customer 2038
ENQ08778,Lost,FALSE,8/23/2021,Trader28,RC28,C-1255,Customer 1255
ENQ08772,Lost,FALSE,12/23/2025,Trader27,RC27,C-1689,Customer 1689
ENQ08768,Lost,FALSE,9/28/2021,Trader17,RC17,C-891,Customer 891
ENQ08770,Lost,FALSE,12/17/2024,Trader17,RC17,C-211,Customer 211
ENQ08785,Fixed,TRUE,1/13/2021,Trader52,RC52,C-1862,Customer 1862
ENQ08787,Fixed,TRUE,12/24/2020,Trader52,RC52,C-1518,Customer 1518
ENQ08780,Fixed,TRUE,5/16/2020,Trader5,RC5,C-676,Customer 676
ENQ08782,Approved,FALSE,9/13/2024,Trader5,RC5,C-261,Customer 261
ENQ08786,Lost,FALSE,8/31/2023,Trader27,RC27,C-1689,Customer 1689
ENQ08781,Fixed,TRUE,4/14/2020,Trader26,RC26,C-322,Customer 322
ENQ08788,Fixed,TRUE,4/26/2021,Trader23,RC23,C-1380,Customer 1380
ENQ08783,Lost,FALSE,10/25/2020,Trader20,RC20,C-2114,Customer 2114
ENQ08789,Lost,FALSE,7/14/2020,Trader20,RC20,C-1366,Customer 1366
ENQ08784,Lost,FALSE,9/12/2024,Trader17,RC17,C-2108,Customer 2108
ENQ08794,Lost,FALSE,9/10/2024,Trader52,RC52,C-1260,Customer 1260
ENQ08795,Lost,FALSE,2/16/2023,Trader52,RC52,C-1233,Customer 1233
ENQ08793,Fixed,TRUE,10/5/2023,Trader48,RC48,C-1457,Customer 1457
ENQ08796,Lost,FALSE,12/26/2023,Trader48,RC48,C-1196,Customer 1196
ENQ08791,Fixed,TRUE,6/23/2023,Trader41,RC41,C-931,Customer 931
ENQ08790,Lost,FALSE,2/5/2022,Trader26,RC26,C-9999,Customer 9999
ENQ08792,Fixed,TRUE,4/21/2020,Trader26,RC26,C-1932,Customer 1932
ENQ08797,Fixed,TRUE,10/9/2022,Trader10,RC10,C-1055,Customer 1055
ENQ08805,Fixed,TRUE,3/8/2020,Trader48,RC48,C-1196,Customer 1196
ENQ08798,Lost,FALSE,5/29/2021,Trader41,RC41,C-9999,Customer 9999
ENQ08800,Fixed,TRUE,6/20/2020,Trader39,RC39,C-253,Customer 253
ENQ08801,Lost,FALSE,1/4/2023,Trader36,RC36,C-232,Customer 232
ENQ08802,Lost,FALSE,2/8/2020,Trader27,RC27,C-1689,Customer 1689
ENQ08799,Lost,FALSE,5/23/2024,Trader26,RC26,C-939,Customer 939
ENQ08803,Lost,FALSE,2/3/2021,Trader26,RC26,C-1569,Customer 1569
ENQ08804,Fixed,TRUE,5/1/2020,Trader20,RC20,C-1246,Customer 1246
ENQ08807,Fixed,TRUE,3/19/2025,Trader65,RC65,C-83,Customer 83
ENQ08810,Lost,FALSE,9/16/2025,Trader52,RC52,C-1159,Customer 1159
ENQ08808,Lost,FALSE,5/22/2023,Trader5,RC5,C-344,Customer 344
ENQ08811,Fixed,TRUE,3/27/2022,Trader48,RC48,C-1141,Customer 1141
ENQ08809,Lost,FALSE,8/18/2021,Trader46,RC46,C-2068,Customer 2068
ENQ08806,Fixed,TRUE,3/23/2021,Trader44,RC44,C-880,Customer 880
ENQ08815,Lost,FALSE,10/20/2022,Trader8,RC8,C-1902,Customer 1902
ENQ08814,Lost,FALSE,6/1/2023,Trader74,RC74,C-1935,Customer 1935
ENQ08821,Lost,FALSE,4/3/2022,Trader58,RC58,C-1189,Customer 1189
ENQ08819,Lost,FALSE,2/9/2024,Trader52,RC52,C-1593,Customer 1593
ENQ08816,Lost,FALSE,5/22/2023,Trader51,RC51,C-1824,Customer 1824
ENQ08812,Lost,FALSE,12/9/2022,Trader48,RC48,C-920,Customer 920
ENQ08813,Lost,FALSE,1/29/2023,Trader36,RC36,C-207,Customer 207
ENQ08820,Lost,FALSE,5/3/2023,Trader29,RC29,C-1469,Customer 1469
ENQ08817,Fixed,TRUE,4/8/2023,Trader19,RC19,C-1805,Customer 1805
ENQ08818,Lost,FALSE,4/15/2025,Trader17,RC17,C-1599,Customer 1599
ENQ08827,Fixed,TRUE,12/9/2020,Trader8,RC8,C-1902,Customer 1902
ENQ08823,Lost,FALSE,6/24/2024,Trader65,RC65,C-83,Customer 83
ENQ08826,Lost,FALSE,10/27/2024,Trader6,RC6,C-1974,Customer 1974
ENQ08824,Fixed,TRUE,4/3/2023,Trader5,RC5,C-676,Customer 676
ENQ08822,Fixed,TRUE,11/10/2025,Trader41,RC41,C-931,Customer 931
ENQ08825,Fixed,TRUE,6/2/2025,Trader40,RC40,C-2067,Customer 2067
ENQ08835,Lost,FALSE,1/24/2020,Trader63,RC63,C-1156,Customer 1156
ENQ08831,Lost,FALSE,9/1/2025,Trader58,RC58,C-2089,Customer 2089
ENQ08834,Lost,FALSE,12/15/2020,Trader52,RC52,C-1516,Customer 1516
ENQ08832,Lost,FALSE,1/22/2020,Trader51,RC51,C-1781,Customer 1781
ENQ08830,Fixed,TRUE,8/23/2022,Trader36,RC36,C-352,Customer 352
ENQ08829,Fixed,TRUE,12/8/2024,Trader29,RC29,C-363,Customer 363
ENQ08833,Lost,FALSE,7/8/2025,Trader26,RC26,C-1600,Customer 1600
ENQ08828,Fixed,TRUE,8/7/2024,Trader22,RC22,C-937,Customer 937
ENQ08836,Lost,FALSE,9/26/2021,Trader20,RC20,C-1052,Customer 1052
ENQ08846,Fixed,TRUE,3/16/2022,Trader71,RC71,C-1092,Customer 1092
ENQ08838,Fixed,TRUE,12/25/2023,Trader65,RC65,C-83,Customer 83
ENQ08845,Lost,FALSE,6/19/2022,Trader63,RC63,C-1427,Customer 1427
ENQ08839,Fixed,TRUE,10/4/2022,Trader60,RC60,C-767,Customer 767
ENQ08844,Lost,FALSE,10/6/2020,Trader52,RC52,C-1527,Customer 1527
ENQ08842,Lost,FALSE,9/26/2023,Trader51,RC51,C-1824,Customer 1824
ENQ08843,Lost,FALSE,9/23/2022,Trader5,RC5,C-1626,Customer 1626
ENQ08841,Lost,FALSE,8/21/2022,Trader48,RC48,C-194,Customer 194
ENQ08840,Fixed,TRUE,5/1/2020,Trader36,RC36,C-232,Customer 232
ENQ08837,Fixed,TRUE,4/10/2023,Trader26,RC26,C-939,Customer 939
ENQ08849,Fixed,TRUE,8/19/2020,Trader78,RC78,C-2172,Customer 2172
ENQ08850,Fixed,TRUE,2/1/2025,Trader6,RC6,C-2021,Customer 2021
ENQ08848,Lost,FALSE,10/15/2025,Trader58,RC58,C-316,Customer 316
ENQ08852,Fixed,TRUE,3/15/2020,Trader48,RC48,C-1252,Customer 1252
ENQ08854,Lost,FALSE,11/1/2022,Trader48,RC48,C-1192,Customer 1192
ENQ08856,Fixed,TRUE,5/27/2020,Trader44,RC44,C-1039,Customer 1039
ENQ08853,Fixed,TRUE,1/16/2022,Trader41,RC41,C-1212,Customer 1212
ENQ08855,Lost,FALSE,8/21/2021,Trader36,RC36,C-106,Customer 106
ENQ08851,Lost,FALSE,10/27/2025,Trader29,RC29,C-1822,Customer 1822
ENQ08847,Lost,FALSE,2/2/2021,Trader19,RC19,C-711,Customer 711
ENQ08859,Lost,FALSE,1/9/2022,Trader65,RC65,C-83,Customer 83
ENQ08860,Fixed,TRUE,3/20/2025,Trader65,RC65,C-83,Customer 83
ENQ08865,Lost,FALSE,5/22/2024,Trader63,RC63,C-1151,Customer 1151
ENQ08861,Lost,FALSE,8/22/2023,Trader55,RC55,C-04,Customer 4
ENQ08858,Lost,FALSE,8/30/2021,Trader52,RC52,C-926,Customer 926
ENQ08863,Fixed,TRUE,1/6/2022,Trader52,RC52,C-1894,Customer 1894
ENQ08864,Fixed,TRUE,2/8/2023,Trader52,RC52,C-1389,Customer 1389
ENQ08862,Lost,FALSE,7/23/2023,Trader5,RC5,C-344,Customer 344
ENQ08857,Lost,FALSE,11/29/2025,Trader41,RC41,C-9999,Customer 9999
ENQ08866,Fixed,TRUE,7/21/2023,Trader10,RC10,C-1084,Customer 1084
ENQ08873,Fixed,TRUE,4/21/2022,Trader71,RC71,C-1092,Customer 1092
ENQ08872,Lost,FALSE,5/25/2025,Trader63,RC63,C-1526,Customer 1526
ENQ08869,Fixed,TRUE,10/12/2022,Trader58,RC58,C-687,Customer 687
ENQ08868,Lost,FALSE,5/22/2020,Trader52,RC52,C-879,Customer 879
ENQ08871,Lost,FALSE,11/4/2025,Trader51,RC51,C-1825,Customer 1825
ENQ08867,Lost,FALSE,8/1/2024,Trader26,RC26,C-9999,Customer 9999
ENQ08870,Fixed,TRUE,10/14/2024,Trader15,RC15,C-620,Customer 620
ENQ08875,Lost,FALSE,3/11/2023,Trader71,RC71,C-352,Customer 352
ENQ08877,Lost,FALSE,7/24/2024,Trader5,RC5,C-1150,Customer 1150
ENQ08874,Fixed,TRUE,11/1/2020,Trader47,RC47,C-930,Customer 930
ENQ08878,Lost,FALSE,5/3/2024,Trader47,RC47,C-1061,Customer 1061
ENQ08876,Lost,FALSE,9/17/2024,Trader19,RC19,C-1890,Customer 1890
ENQ08880,Lost,FALSE,2/17/2022,Trader71,RC71,C-691,Customer 691
ENQ08884,Lost,FALSE,5/14/2022,Trader52,RC52,C-1720,Customer 1720
ENQ08885,Fixed,TRUE,7/28/2023,Trader47,RC47,C-1572,Customer 1572
ENQ08881,Lost,FALSE,4/3/2021,Trader4,RC4,C-620,Customer 620
ENQ08886,Lost,FALSE,9/25/2023,Trader4,RC4,C-1013,Customer 1013
ENQ08879,Lost,FALSE,4/17/2025,Trader19,RC19,C-712,Customer 712
ENQ08883,Fixed,TRUE,12/22/2020,Trader19,RC19,C-1805,Customer 1805
ENQ08882,Fixed,TRUE,11/16/2022,Trader15,RC15,C-620,Customer 620
ENQ08891,Fixed,TRUE,10/14/2025,Trader71,RC71,C-1316,Customer 1316
ENQ08892,Fixed,TRUE,5/1/2023,Trader71,RC71,C-1316,Customer 1316
ENQ08890,Lost,FALSE,4/6/2022,Trader64,RC64,C-1438,Customer 1438
ENQ08888,Fixed,TRUE,2/26/2025,Trader58,RC58,C-674,Customer 674
ENQ08893,Lost,FALSE,4/2/2022,Trader52,RC52,C-1220,Customer 1220
ENQ08887,Lost,FALSE,12/14/2024,Trader51,RC51,C-856,Customer 856
ENQ08894,Lost,FALSE,10/6/2021,Trader48,RC48,C-1187,Customer 1187
ENQ08889,Fixed,TRUE,7/8/2021,Trader42,RC42,C-1927,Customer 1927
ENQ08895,Fixed,TRUE,10/26/2021,Trader10,RC10,C-1093,Customer 1093
ENQ08897,Lost,FALSE,3/3/2025,Trader53,RC53,C-692,Customer 692
ENQ08901,Fixed,TRUE,7/20/2020,Trader51,RC51,C-1763,Customer 1763
ENQ08898,Fixed,TRUE,2/10/2025,Trader5,RC5,C-676,Customer 676
ENQ08899,Fixed,TRUE,7/12/2023,Trader5,RC5,C-676,Customer 676
ENQ08902,Fixed,TRUE,5/29/2020,Trader47,RC47,C-1580,Customer 1580
ENQ08903,Fixed,TRUE,1/24/2025,Trader41,RC41,C-1085,Customer 1085
ENQ08896,Lost,FALSE,1/20/2021,Trader36,RC36,C-72,Customer 72
ENQ08900,Fixed,TRUE,9/4/2025,Trader36,RC36,C-432,Customer 432
ENQ08908,Fixed,TRUE,8/26/2022,Trader6,RC6,C-1974,Customer 1974
ENQ08907,Fixed,TRUE,10/11/2023,Trader58,RC58,C-257,Customer 257
ENQ08906,Lost,FALSE,8/21/2021,Trader5,RC5,C-344,Customer 344
ENQ08905,Fixed,TRUE,8/27/2024,Trader44,RC44,C-776,Customer 776
ENQ08904,Lost,FALSE,6/22/2020,Trader42,RC42,C-9999,Customer 9999
ENQ08909,Lost,FALSE,1/9/2025,Trader42,RC42,C-1526,Customer 1526
